net,length_um
_11416_,8.37
_00478_,8.365
_01751_,8.36
_01779_,8.36
_03091_,8.36
_05094_,8.36
_07302_,8.36
_10707_,8.36
_12965_,8.36
net753,8.36
_02127_,8.34
_02162_,8.34
_03777_,8.34
_10713_,8.34
_00023_,8.335
_01104_,8.32
_01788_,8.32
_02055_,8.32
_03334_,8.32
_03693_,8.32
_04996_,8.32
_05206_,8.32
_06794_,8.32
_07325_,8.32
_10055_,8.32
_10296_,8.32
_10337_,8.32
_11236_,8.32
_11858_,8.32
_12713_,8.32
_12997_,8.32
_00007_,8.305
_00172_,8.305
_00520_,8.305
_02152_,8.3
_03007_,8.3
_09153_,8.3
_07407_,8.29
_10425_,8.29
_13089_,8.29
b_flat[19],8.29
c_flat[190],8.29
c_flat[373],8.29
_01993_,8.28
_07119_,8.28
_09009_,8.28
_10777_,8.28
_11350_,8.28
_12252_,8.28
c_flat[266],8.27
_00236_,8.26
_08994_,8.26
_06303_,8.25
_01327_,8.24
_01403_,8.24
_01437_,8.24
_02491_,8.24
_02924_,8.24
_03003_,8.24
_03093_,8.24
_03498_,8.24
_04925_,8.24
_06076_,8.24
_07993_,8.24
_10704_,8.24
_11513_,8.24
_12135_,8.24
_12538_,8.24
net930,8.24
_01835_,8.22
_02757_,8.22
_03688_,8.22
_06560_,8.21
_00854_,8.2
_01234_,8.2
_01543_,8.2
_04057_,8.2
_04394_,8.2
_07646_,8.2
_08182_,8.2
_08345_,8.2
_09337_,8.2
_11895_,8.2
_13050_,8.2
_00080_,8.195
_02526_,8.18
_04490_,8.18
_12406_,8.18
net910,8.18
_03058_,8.17
_07640_,8.17
_10164_,8.17
b_flat[8],8.17
_02983_,8.16
_06558_,8.16
_12638_,8.16
net700,8.16
net787,8.16
net825,8.16
_00074_,8.14
_00334_,8.14
_00467_,8.14
_00684_,8.14
_00737_,8.14
_01039_,8.14
_02851_,8.14
_03588_,8.14
_04159_,8.14
_04227_,8.14
_04653_,8.14
_04659_,8.14
_06057_,8.14
_07348_,8.14
_07420_,8.14
_10079_,8.14
_11827_,8.14
_12177_,8.14
skew_ctrl.a_sr\[9\]\[3\],8.14
skew_ctrl.b_sr\[6\]\[0\],8.14
net639,8.14
net642,8.14
net668,8.14
net707,8.14
_08842_,8.13
_01897_,8.12
_04099_,8.12
_05234_,8.12
_05263_,8.12
_07322_,8.12
_08479_,8.12
_08860_,8.12
_09190_,8.12
_09673_,8.12
_11785_,8.12
_00068_,8.1
_00342_,8.1
_00888_,8.1
_01236_,8.1
_01307_,8.1
_01722_,8.1
_02185_,8.1
_02379_,8.1
_02381_,8.1
_03668_,8.1
_04273_,8.1
_04298_,8.1
_05059_,8.1
_05896_,8.1
_06019_,8.1
_06767_,8.1
_06785_,8.1
_06839_,8.1
_07764_,8.1
_08794_,8.1
_09156_,8.1
_11069_,8.1
_11195_,8.1
_12996_,8.1
_13115_,8.1
_13139_,8.1
skew_ctrl.a_sr\[10\]\[2\],8.1
_04360_,8.08
_05114_,8.08
_08574_,8.08
_09032_,8.08
_12335_,8.08
_00206_,8.065
_03864_,8.06
_05342_,8.06
_05575_,8.06
_07849_,8.06
_08452_,8.06
_11603_,8.06
c_flat[62],8.05
_01474_,8.04
_01587_,8.04
_02954_,8.04
_04795_,8.04
_05041_,8.04
_08509_,8.04
_12709_,8.04
c_flat[102],8.04
c_flat[103],8.04
c_flat[104],8.04
c_flat[116],8.04
c_flat[119],8.04
c_flat[122],8.04
c_flat[12],8.04
c_flat[158],8.04
c_flat[170],8.04
c_flat[176],8.04
c_flat[17],8.04
c_flat[182],8.04
c_flat[192],8.04
c_flat[19],8.04
c_flat[201],8.04
c_flat[225],8.04
c_flat[22],8.04
c_flat[230],8.04
c_flat[231],8.04
c_flat[239],8.04
c_flat[240],8.04
c_flat[242],8.04
c_flat[248],8.04
c_flat[262],8.04
c_flat[268],8.04
c_flat[278],8.04
c_flat[281],8.04
c_flat[284],8.04
c_flat[291],8.04
c_flat[297],8.04
c_flat[301],8.04
c_flat[304],8.04
c_flat[313],8.04
c_flat[319],8.04
c_flat[320],8.04
c_flat[325],8.04
c_flat[331],8.04
c_flat[345],8.04
c_flat[348],8.04
c_flat[352],8.04
c_flat[357],8.04
c_flat[359],8.04
c_flat[367],8.04
c_flat[375],8.04
c_flat[377],8.04
c_flat[378],8.04
c_flat[382],8.04
c_flat[387],8.04
c_flat[38],8.04
c_flat[400],8.04
c_flat[406],8.04
c_flat[413],8.04
c_flat[414],8.04
c_flat[41],8.04
c_flat[441],8.04
c_flat[459],8.04
c_flat[474],8.04
c_flat[497],8.04
c_flat[4],8.04
c_flat[504],8.04
c_flat[505],8.04
c_flat[510],8.04
c_flat[57],8.04
c_flat[63],8.04
c_flat[64],8.04
c_flat[66],8.04
c_flat[69],8.04
c_flat[84],8.04
c_flat[91],8.04
c_flat[92],8.04
net801,8.04
_00299_,8.035
_00363_,8.03
_00561_,8.025
_00189_,8.02
_00637_,8.02
_01531_,8.02
_01685_,8.02
_02009_,8.02
_02480_,8.02
_02695_,8.02
_02869_,8.02
_04550_,8.02
_04966_,8.02
_06025_,8.02
_06714_,8.02
_06953_,8.02
_07769_,8.02
_07904_,8.02
_08044_,8.02
_09275_,8.02
_09364_,8.02
_10022_,8.02
_10104_,8.02
_11313_,8.02
_11710_,8.02
_00227_,8
_01740_,8
_02715_,8
_07156_,8
_08425_,8
_11558_,8
_11749_,8
_11928_,8
_00296_,7.98
_01008_,7.98
_03522_,7.98
_06000_,7.98
_06811_,7.98
_06834_,7.98
_06991_,7.98
_08301_,7.98
_08971_,7.98
_08993_,7.98
_09181_,7.98
_09183_,7.98
_09873_,7.98
_09983_,7.98
_11832_,7.98
_12464_,7.98
_13208_,7.98
_01117_,7.96
_07964_,7.96
b_flat[12],7.95
c_flat[422],7.95
c_flat[438],7.95
_01533_,7.94
_03833_,7.94
_04060_,7.94
_07452_,7.94
_09495_,7.94
_09713_,7.94
_12264_,7.94
_12675_,7.94
_12865_,7.94
_02894_,7.92
_04355_,7.92
_04894_,7.92
_07244_,7.92
_08329_,7.92
_09075_,7.92
_09264_,7.92
_12686_,7.92
_13059_,7.92
_00578_,7.91
_03654_,7.9
_04588_,7.9
_07688_,7.9
_08306_,7.9
_08999_,7.9
_11524_,7.9
_12770_,7.9
net728,7.9
net780,7.9
_00586_,7.88
_03721_,7.88
_04319_,7.88
_04495_,7.88
_04528_,7.88
_05060_,7.88
_06014_,7.88
_10335_,7.88
_11460_,7.88
_13023_,7.88
_01443_,7.86
_01874_,7.86
_02670_,7.86
_06430_,7.86
_08596_,7.86
_09327_,7.86
_11793_,7.86
_12151_,7.86
_12334_,7.86
_13124_,7.86
_06013_,7.85
_04409_,7.84
_06716_,7.84
_06822_,7.84
_10684_,7.84
c_flat[191],7.83
_00731_,7.82
_03602_,7.82
_11293_,7.82
net880,7.82
c_flat[432],7.81
c_flat[469],7.81
_00425_,7.805
_02064_,7.8
_03546_,7.8
_05338_,7.8
_06114_,7.8
_01512_,7.78
_01704_,7.78
_02287_,7.78
_02307_,7.78
_02660_,7.78
_03621_,7.78
_03652_,7.78
_03666_,7.78
_04534_,7.78
_05286_,7.78
_05554_,7.78
_06137_,7.78
_07908_,7.78
_09768_,7.78
_09984_,7.78
_10581_,7.78
_10719_,7.78
_11446_,7.78
_12308_,7.78
_03912_,7.76
_10427_,7.76
_01748_,7.75
_01544_,7.74
_02560_,7.74
_02573_,7.74
_03568_,7.74
_06782_,7.74
_09201_,7.74
_09340_,7.74
_10310_,7.74
_12176_,7.74
_13034_,7.74
net925,7.74
_10897_,7.72
_07323_,7.71
_07784_,7.71
a_flat[19],7.71
a_flat[24],7.71
_00523_,7.705
_00712_,7.705
_02485_,7.7
_03711_,7.7
_05926_,7.7
_07768_,7.7
_09687_,7.7
net673,7.7
net679,7.7
net790,7.7
net824,7.7
_00691_,7.695
c_flat[277],7.69
_00096_,7.685
_00333_,7.68
_01469_,7.68
_01551_,7.68
_02354_,7.68
_02639_,7.68
_03065_,7.68
_03119_,7.68
_03951_,7.68
_04537_,7.68
_04565_,7.68
_06804_,7.68
_08331_,7.68
_08465_,7.68
_09388_,7.68
_09609_,7.68
_12049_,7.68
_13177_,7.68
skew_ctrl.b_sr\[9\]\[5\],7.68
net742,7.68
_11353_,7.67
_07655_,7.66
_08462_,7.66
_10135_,7.66
_10351_,7.66
_10389_,7.66
_00698_,7.645
_08272_,7.645
_03479_,7.64
_04268_,7.64
_04765_,7.64
_05201_,7.64
_06262_,7.64
_06616_,7.64
_06655_,7.64
_06906_,7.64
_08516_,7.64
_09101_,7.64
_11727_,7.64
_12028_,7.64
_12112_,7.64
_12496_,7.64
net614,7.64
_02641_,7.63
_00339_,7.625
_04082_,7.62
_06458_,7.62
b_flat[30],7.61
c_flat[421],7.61
_00062_,7.605
_00268_,7.605
_00368_,7.605
_00654_,7.605
_00746_,7.605
_00103_,7.6
_00827_,7.6
_02561_,7.6
_02993_,7.6
_03826_,7.6
_04382_,7.6
_05684_,7.6
_08213_,7.6
_10490_,7.6
_11666_,7.6
_12421_,7.6
net952,7.6
_00079_,7.59
_00199_,7.585
_04933_,7.58
_04938_,7.58
_05076_,7.58
_05214_,7.58
_09960_,7.58
_10717_,7.58
_10759_,7.58
c_flat[166],7.58
net817,7.58
net906,7.58
_00515_,7.565
_00118_,7.56
_00294_,7.56
_00980_,7.56
_01158_,7.56
_02203_,7.56
_02257_,7.56
_02350_,7.56
_02769_,7.56
_02981_,7.56
_03159_,7.56
_05044_,7.56
_07202_,7.56
_10828_,7.56
_11073_,7.56
_11571_,7.56
_11836_,7.56
_11877_,7.56
net838,7.56
_09538_,7.555
_00017_,7.545
_02417_,7.54
_06801_,7.54
_08991_,7.54
_09434_,7.54
net861,7.54
_03257_,7.53
_01195_,7.52
_01623_,7.52
_02538_,7.52
_03862_,7.52
_04948_,7.52
_05246_,7.52
_06791_,7.52
_07694_,7.52
_07865_,7.52
_08226_,7.52
_08353_,7.52
_08398_,7.52
_08767_,7.52
_08829_,7.52
_09233_,7.52
_10381_,7.52
_10456_,7.52
_10857_,7.52
_10879_,7.52
_10890_,7.52
_12007_,7.52
_12578_,7.52
_12931_,7.52
_13236_,7.52
skew_ctrl.b_sr\[10\]\[1\],7.52
net699,7.52
_00780_,7.505
_02117_,7.5
_08243_,7.5
_08466_,7.5
_09088_,7.5
_09410_,7.5
_09806_,7.5
_00483_,7.485
_03412_,7.48
_03920_,7.48
_04234_,7.48
_08133_,7.48
_09628_,7.48
_09639_,7.48
_09897_,7.48
_12355_,7.48
_12842_,7.48
_13109_,7.47
_00530_,7.46
_01027_,7.46
_05764_,7.46
_05774_,7.46
_11208_,7.46
_11506_,7.46
_12339_,7.46
_13128_,7.46
_13228_,7.46
_05253_,7.45
_00360_,7.44
_01324_,7.44
_02734_,7.44
_03611_,7.44
_03935_,7.44
_04307_,7.44
_06093_,7.44
_06639_,7.44
_06900_,7.44
_07491_,7.44
_09171_,7.44
_09826_,7.44
_09906_,7.44
_10396_,7.44
_10767_,7.44
_11204_,7.44
_11683_,7.44
_01421_,7.42
_04018_,7.42
_07620_,7.42
_10295_,7.42
_11167_,7.42
_12251_,7.42
_01084_,7.4
_01160_,7.4
_02058_,7.4
_04806_,7.4
_05264_,7.4
_06354_,7.4
_07680_,7.4
_08393_,7.4
_08819_,7.4
_11676_,7.4
_11750_,7.4
_00432_,7.385
_04063_,7.38
a_flat[31],7.37
_00371_,7.36
_08835_,7.36
_09267_,7.36
_12429_,7.36
_00272_,7.34
_10985_,7.34
_11152_,7.34
_11899_,7.34
_13126_,7.34
_13136_,7.34
_04652_,7.32
_05800_,7.32
_06963_,7.32
_06977_,7.32
_07742_,7.32
_07974_,7.32
_08832_,7.32
_09755_,7.32
_10063_,7.32
_12476_,7.32
_00517_,7.305
_00612_,7.305
_07280_,7.3
_08264_,7.3
_12359_,7.3
_12436_,7.3
_12491_,7.3
_12512_,7.3
_01867_,7.28
_03945_,7.28
_05791_,7.28
_06443_,7.28
_07748_,7.28
_01864_,7.26
_04586_,7.26
_01114_,7.24
_02194_,7.24
_02323_,7.24
_02826_,7.24
_02944_,7.24
_03106_,7.24
_09045_,7.24
_09358_,7.24
_12364_,7.24
_12775_,7.24
_13041_,7.24
net886,7.24
_00201_,7.22
_00298_,7.22
_00410_,7.22
_01388_,7.22
_02536_,7.22
_03435_,7.22
_03834_,7.22
_04197_,7.22
_07434_,7.22
_07717_,7.22
_07733_,7.22
_08387_,7.22
_08483_,7.22
_09052_,7.22
_10785_,7.22
_11076_,7.22
_11447_,7.22
_11585_,7.22
_12201_,7.22
_12219_,7.22
_12447_,7.22
_13008_,7.22
skew_ctrl.a_sr\[10\]\[4\],7.22
net650,7.22
net740,7.22
net855,7.22
_00570_,7.2
_01482_,7.2
_01970_,7.2
_02191_,7.2
_02602_,7.2
_07051_,7.2
_07539_,7.2
_07757_,7.2
_09218_,7.2
_10326_,7.2
_10901_,7.2
_11113_,7.2
_12071_,7.2
_12223_,7.2
_12673_,7.2
_10752_,7.195
_00394_,7.18
_00428_,7.18
_00919_,7.18
_01263_,7.18
_01484_,7.18
_01659_,7.18
_02205_,7.18
_02717_,7.18
_03891_,7.18
_04259_,7.18
_04701_,7.18
_05277_,7.18
_05299_,7.18
_07947_,7.18
_08140_,7.18
_08223_,7.18
_08323_,7.18
_09469_,7.18
_10693_,7.18
_11307_,7.18
_11329_,7.18
_11465_,7.18
_11530_,7.18
_12380_,7.18
_13226_,7.18
skew_ctrl.b_sr\[6\]\[4\],7.18
skew_ctrl.b_sr\[6\]\[7\],7.18
net624,7.18
net690,7.18
net948,7.18
_04466_,7.17
_00168_,7.165
_00237_,7.165
_00463_,7.165
_00775_,7.165
_00148_,7.16
_00159_,7.16
_04211_,7.16
_04422_,7.16
_05050_,7.16
_10769_,7.16
_10778_,7.16
_12649_,7.16
c_flat[251],7.15
_00177_,7.145
_00416_,7.145
_01514_,7.14
_03858_,7.14
_06107_,7.14
_09701_,7.14
_10618_,7.14
_10917_,7.14
skew_ctrl.b_sr\[9\]\[7\],7.14
a_flat[20],7.13
c_flat[0],7.13
c_flat[115],7.13
c_flat[137],7.13
c_flat[164],7.13
c_flat[185],7.13
c_flat[292],7.13
c_flat[339],7.13
c_flat[371],7.13
c_flat[425],7.13
c_flat[461],7.13
_04025_,7.12
_05348_,7.12
_06645_,7.12
_06950_,7.12
_07363_,7.12
_07369_,7.12
_09810_,7.12
_11644_,7.12
net918,7.12
_00549_,7.105
_00686_,7.105
_00338_,7.1
_00341_,7.1
_00385_,7.1
_00934_,7.1
_01190_,7.1
_01490_,7.1
_01991_,7.1
_02707_,7.1
_02825_,7.1
_03312_,7.1
_04302_,7.1
_04940_,7.1
_05542_,7.1
_07204_,7.1
_07248_,7.1
_08444_,7.1
_08527_,7.1
_08920_,7.1
_09274_,7.1
_09631_,7.1
_10053_,7.1
_10258_,7.1
_11155_,7.1
_11272_,7.1
_11646_,7.1
_13122_,7.1
_00499_,7.085
_00609_,7.085
_00308_,7.08
_13078_,7.08
_00011_,7.06
_00347_,7.06
_01547_,7.06
_02713_,7.06
_02965_,7.06
_03552_,7.06
_05333_,7.06
_05897_,7.06
_06112_,7.06
_06720_,7.06
_06805_,7.06
_08435_,7.06
_08468_,7.06
_08474_,7.06
_08873_,7.06
_08938_,7.06
_09150_,7.06
_09440_,7.06
_10088_,7.06
_10141_,7.06
_10633_,7.06
_10735_,7.06
_11215_,7.06
_11555_,7.06
_12333_,7.06
_12856_,7.06
_03531_,7.04
_05366_,7.04
_07754_,7.04
_09500_,7.04
_12581_,7.035
_00472_,7.025
_00697_,7.02
_05127_,7.02
c_flat[35],7.01
_09784_,7.005
_00088_,7
_03261_,7
_04433_,7
_05245_,7
_07072_,7
_07221_,7
_09700_,7
_12074_,7
_00526_,6.985
_00589_,6.98
_01034_,6.98
_01664_,6.98
_01815_,6.98
_03488_,6.98
_03839_,6.98
_05152_,6.98
_05188_,6.98
_08317_,6.98
_09618_,6.98
_10983_,6.98
_12017_,6.98
_01693_,6.97
_01560_,6.96
_03342_,6.96
_07710_,6.96
_00770_,6.945
_01100_,6.94
_01250_,6.94
_01841_,6.94
_02838_,6.94
_06848_,6.94
_09106_,6.94
net805,6.94
_10240_,6.9
net702,6.9
net735,6.9
c_flat[222],6.89
c_flat[255],6.89
_01188_,6.88
_05928_,6.88
_06360_,6.88
_07678_,6.88
_09553_,6.88
_01046_,6.86
_01871_,6.86
_03258_,6.86
_03702_,6.86
_05540_,6.86
_07231_,6.86
_08043_,6.86
_08828_,6.86
_09356_,6.86
_11823_,6.86
_11986_,6.86
_12741_,6.86
_13020_,6.86
_01095_,6.84
_09668_,6.84
_00185_,6.825
_00474_,6.825
_00516_,6.825
_00782_,6.825
_01710_,6.82
_01756_,6.82
_03938_,6.82
_04016_,6.82
_08992_,6.82
_12494_,6.82
_02667_,6.81
_02168_,6.78
_02276_,6.78
_02591_,6.78
_02738_,6.78
_03085_,6.78
_03709_,6.78
_04708_,6.78
_06835_,6.78
_09360_,6.78
_10009_,6.78
_10266_,6.78
_10525_,6.78
net717,6.78
net719,6.78
net785,6.78
_06075_,6.765
_00027_,6.76
_00321_,6.76
_00935_,6.76
_01217_,6.76
_02832_,6.76
_04235_,6.76
_04827_,6.76
_06621_,6.76
_06675_,6.76
_07544_,6.76
_07759_,6.76
_07811_,6.76
_08147_,6.76
_08275_,6.76
_08593_,6.76
_08921_,6.76
_09799_,6.76
net674,6.76
_04455_,6.755
_00892_,6.74
_01589_,6.74
_02586_,6.74
_02995_,6.74
_04836_,6.74
_07360_,6.74
_07387_,6.74
_07512_,6.74
_12774_,6.74
_00593_,6.725
_00057_,6.72
_00154_,6.72
_00415_,6.72
_02031_,6.72
_02555_,6.72
_02753_,6.72
_02763_,6.72
_03100_,6.72
_03659_,6.72
_04245_,6.72
_04587_,6.72
_05020_,6.72
_05683_,6.72
_05925_,6.72
_06120_,6.72
_06142_,6.72
_06252_,6.72
_06823_,6.72
_06989_,6.72
_07404_,6.72
_09352_,6.72
_09645_,6.72
_10323_,6.72
_10614_,6.72
_11725_,6.72
_12148_,6.72
_12655_,6.72
_12853_,6.72
_13211_,6.72
net873,6.72
_07889_,6.7
_11789_,6.7
_11804_,6.7
a_flat[29],6.69
c_flat[171],6.69
c_flat[208],6.69
c_flat[267],6.69
c_flat[355],6.69
_00134_,6.685
_00230_,6.685
_00318_,6.685
_00611_,6.685
_00700_,6.68
_00320_,6.665
_00203_,6.66
_00460_,6.66
_01594_,6.66
_02138_,6.66
_03811_,6.66
_05040_,6.66
_06920_,6.66
_08142_,6.66
_08299_,6.66
_08637_,6.66
_08772_,6.66
_11319_,6.66
_11948_,6.66
_12584_,6.66
net765,6.66
_00370_,6.645
_00620_,6.645
_00681_,6.645
_00210_,6.64
_00250_,6.64
_01271_,6.64
_02129_,6.64
_02802_,6.64
_03260_,6.64
_03558_,6.64
_04638_,6.64
_05704_,6.64
_06358_,6.64
_07227_,6.64
_07232_,6.64
_09083_,6.64
_10026_,6.64
_10461_,6.64
_10988_,6.64
net611,6.64
net811,6.64
net878,6.64
net935,6.64
_00214_,6.62
_01379_,6.62
_02975_,6.62
_04978_,6.62
_05545_,6.62
_07311_,6.62
_11655_,6.62
_00804_,6.61
_01294_,6.61
_09946_,6.61
_00405_,6.6
_00835_,6.6
_01273_,6.6
_01804_,6.6
_02418_,6.6
_03764_,6.6
_04553_,6.6
_04884_,6.6
_07795_,6.6
_08149_,6.6
_08926_,6.6
_12228_,6.6
_12261_,6.6
_12664_,6.6
_13107_,6.6
_13176_,6.6
net633,6.6
_00183_,6.585
_00322_,6.58
_01907_,6.58
_06472_,6.58
_10578_,6.58
_00529_,6.54
_00553_,6.54
_00725_,6.54
_04065_,6.54
_06149_,6.54
_08711_,6.54
_11527_,6.54
net767,6.54
_03385_,6.53
_00906_,6.52
_01164_,6.52
_02645_,6.52
_02751_,6.52
_03081_,6.52
_03289_,6.52
_03557_,6.52
_03755_,6.52
_03903_,6.52
_04604_,6.52
_05257_,6.52
_05955_,6.52
_06043_,6.52
_06636_,6.52
_07574_,6.52
_09999_,6.52
_11405_,6.52
_11652_,6.52
_13183_,6.52
net842,6.52
net845,6.52
_02567_,6.5
_07508_,6.5
_08315_,6.5
_09256_,6.5
_13080_,6.5
_12424_,6.49
_02432_,6.48
_06063_,6.48
_06528_,6.48
_07137_,6.48
_08541_,6.48
_12024_,6.48
_12751_,6.48
_13148_,6.48
_02693_,6.47
_00476_,6.465
_00527_,6.465
_05901_,6.46
_07090_,6.46
c_flat[211],6.45
c_flat[221],6.45
c_flat[306],6.45
c_flat[386],6.45
c_flat[499],6.45
c_flat[54],6.45
c_flat[59],6.45
c_flat[67],6.45
_02254_,6.44
_06983_,6.44
_09135_,6.44
net675,6.44
net830,6.44
net833,6.44
c_flat[379],6.43
c_flat[71],6.43
_00497_,6.425
_00756_,6.425
_08111_,6.42
_11873_,6.42
net761,6.42
_00284_,6.4
_03480_,6.4
_04096_,6.4
_05051_,6.4
_05650_,6.4
_06322_,6.4
_06975_,6.4
_09265_,6.4
_09278_,6.4
_10556_,6.4
net666,6.4
_00443_,6.385
_03757_,6.38
_04735_,6.38
_08905_,6.38
_04461_,6.36
_06364_,6.36
_06894_,6.36
_08830_,6.36
_10301_,6.36
_05104_,6.35
_07619_,6.34
_00444_,6.33
_02849_,6.33
c_flat[153],6.33
_00881_,6.32
_00896_,6.32
_02268_,6.32
_04432_,6.32
_06647_,6.32
_07013_,6.32
_08827_,6.32
_09561_,6.32
_10328_,6.32
_11994_,6.32
net744,6.32
net749,6.32
net863,6.32
net869,6.32
net896,6.32
c_flat[140],6.31
_00246_,6.3
_01206_,6.3
_02533_,6.3
_02893_,6.3
_03259_,6.3
_03282_,6.3
_03841_,6.3
_05223_,6.3
_05448_,6.3
_08035_,6.3
_08373_,6.3
_09114_,6.3
_09236_,6.3
_09769_,6.3
_09812_,6.3
_09992_,6.3
_11556_,6.3
_11771_,6.3
_12573_,6.3
_13112_,6.3
skew_ctrl.a_sr\[9\]\[1\],6.3
net890,6.3
net891,6.3
_00701_,6.285
_00406_,6.28
_02844_,6.28
_03165_,6.28
_04987_,6.28
_06470_,6.28
_08274_,6.28
_08897_,6.28
_09850_,6.28
_12817_,6.28
net590,6.28
net797,6.28
net729,6.27
_00094_,6.265
_00457_,6.265
_00196_,6.26
_01096_,6.26
_01239_,6.26
_01419_,6.26
_01931_,6.26
_02349_,6.26
_02739_,6.26
_03845_,6.26
_04146_,6.26
_04276_,6.26
_04533_,6.26
_06278_,6.26
_06476_,6.26
_06796_,6.26
_06954_,6.26
_09023_,6.26
_09284_,6.26
_09445_,6.26
_09740_,6.26
_10761_,6.26
_12187_,6.26
_12284_,6.26
_12737_,6.26
_12746_,6.26
net823,6.26
_07990_,6.255
_03954_,6.24
_08500_,6.24
_13242_,6.24
c_flat[206],6.23
c_flat[43],6.23
_00217_,6.225
_00536_,6.225
_00641_,6.225
_00734_,6.225
_00779_,6.225
c_flat[114],6.21
c_flat[127],6.21
c_flat[128],6.21
c_flat[145],6.21
c_flat[156],6.21
c_flat[195],6.21
c_flat[207],6.21
c_flat[213],6.21
c_flat[227],6.21
c_flat[228],6.21
c_flat[256],6.21
c_flat[28],6.21
c_flat[308],6.21
c_flat[310],6.21
c_flat[316],6.21
c_flat[323],6.21
c_flat[328],6.21
c_flat[374],6.21
c_flat[380],6.21
c_flat[39],6.21
c_flat[420],6.21
c_flat[458],6.21
c_flat[483],6.21
c_flat[61],6.21
c_flat[75],6.21
_01491_,6.2
_03046_,6.2
_04086_,6.2
_04262_,6.2
_06762_,6.2
_08910_,6.2
_09912_,6.2
_09957_,6.2
_11315_,6.2
_11365_,6.2
_00151_,6.18
_00351_,6.18
_01369_,6.18
_01522_,6.18
_03988_,6.18
_04306_,6.18
_04341_,6.18
_04559_,6.18
_06355_,6.18
_07124_,6.18
_07551_,6.18
_07668_,6.18
_07752_,6.18
_07968_,6.18
_08208_,6.18
_08269_,6.18
_08313_,6.18
_08514_,6.18
_09151_,6.18
_09533_,6.18
_09650_,6.18
_10358_,6.18
_10503_,6.18
_10662_,6.18
_10807_,6.18
_10852_,6.18
_10858_,6.18
_11554_,6.18
_11570_,6.18
_11611_,6.18
_12344_,6.18
net819,6.18
net885,6.18
_00424_,6.165
_02546_,6.16
_10015_,6.16
_05145_,6.15
_00689_,6.14
_00741_,6.14
_00754_,6.14
_01222_,6.14
_01265_,6.14
_02206_,6.14
_02259_,6.14
_02850_,6.14
_03607_,6.14
_04225_,6.14
_05966_,6.14
_06122_,6.14
_08347_,6.14
_10124_,6.14
_10149_,6.14
_10453_,6.14
_11408_,6.14
_11464_,6.14
_11492_,6.14
_12821_,6.14
_05841_,6.13
_07462_,6.12
_08188_,6.12
_11499_,6.12
_00419_,6.105
_00485_,6.085
_00182_,6.08
_04571_,6.08
_08298_,6.08
_10875_,6.08
_00281_,6.065
_00718_,6.06
_01282_,6.06
_01703_,6.06
_02047_,6.06
_02187_,6.06
_03020_,6.06
_03507_,6.06
_04048_,6.06
_04687_,6.06
_05714_,6.06
_07321_,6.06
_08608_,6.06
_09026_,6.06
_09556_,6.06
_09696_,6.06
_10540_,6.06
_10916_,6.06
_11211_,6.06
_11388_,6.06
_12124_,6.06
_12524_,6.06
pe_row\[0\].pe_col\[2\].pe_inst.b_out\[3\],6.06
_01288_,6.055
_00414_,6.04
_00879_,6.04
_07846_,6.04
_08051_,6.04
_09064_,6.04
_09297_,6.04
_10379_,6.04
_11829_,6.04
_01819_,6.035
_00595_,6.02
_01989_,6.02
_02107_,6.02
_07009_,6.02
_10415_,6.02
_11075_,6.02
_07973_,5.985
_00164_,5.98
_00173_,5.98
net727,5.98
net758,5.98
_00506_,5.965
_01173_,5.96
_02794_,5.96
_03178_,5.96
_04651_,5.96
_05165_,5.96
_10624_,5.96
_10838_,5.95
_00664_,5.94
_03080_,5.94
_04554_,5.94
_06878_,5.94
_07417_,5.94
_08826_,5.94
_08908_,5.94
_10598_,5.94
_11154_,5.94
_11280_,5.94
_11632_,5.94
_12568_,5.94
_12692_,5.94
_12906_,5.94
_00091_,5.935
_02174_,5.92
_04451_,5.92
_10434_,5.92
_10760_,5.92
_11511_,5.92
_11898_,5.92
_00225_,5.905
_00226_,5.905
_12203_,5.9
_12342_,5.9
net903,5.9
_00303_,5.885
_11248_,5.88
_02099_,5.87
_05600_,5.87
_00137_,5.86
_01031_,5.86
_02007_,5.86
_04229_,5.86
_05009_,5.86
_05065_,5.86
_05298_,5.86
_07343_,5.86
_10478_,5.86
_10903_,5.86
_11982_,5.86
_12759_,5.86
net672,5.86
net757,5.86
net786,5.86
net799,5.86
net807,5.86
net881,5.86
net883,5.86
_13125_,5.855
_00016_,5.84
_00114_,5.84
_00373_,5.84
_01453_,5.84
_01471_,5.84
_01830_,5.84
_02706_,5.84
_02766_,5.84
_03537_,5.84
_04258_,5.84
_04397_,5.84
_04407_,5.84
_04425_,5.84
_04541_,5.84
_04743_,5.84
_05083_,5.84
_06949_,5.84
_07345_,5.84
_08328_,5.84
_08833_,5.84
_09221_,5.84
_10242_,5.84
_10747_,5.84
_10835_,5.84
_12398_,5.84
_12495_,5.84
_12576_,5.84
_12697_,5.84
_12806_,5.84
_13167_,5.84
skew_ctrl.a_sr\[9\]\[4\],5.84
net709,5.84
net828,5.84
net882,5.84
_09907_,5.835
_00378_,5.82
_00757_,5.82
_01207_,5.82
_03371_,5.82
_03832_,5.82
_05238_,5.82
_05773_,5.82
_06685_,5.82
_06715_,5.82
_06751_,5.82
_08455_,5.82
_09783_,5.82
_12600_,5.82
_00101_,5.805
_00176_,5.805
_00195_,5.8
_00305_,5.8
_00976_,5.8
_02036_,5.8
